application_id,form_name,document_name,form_nik,document_nik,form_birth_date,document_birth_date,document_status,expected_status
KYC0162,Dimas Pratama,Dimas Praaama,8258673622660937,8258673622660937,2003-02-14,2003-02-14,active,review
KYC0044,Citra Lestari,Citra Lestari,3518233749894134,3518233749894134,2000-07-16,2000-07-16,active,approve
KYC0218,Fitri Handayani,Fitri Handayani,4432830965207446,4432830965207446,2003-02-14,1997-01-12,active,reject
KYC0146,Putra Aditya,Putaa Aditya,4086211823398454,4086211823398454,2003-02-14,2003-02-14,active,review
KYC0191,Hendra Wijaya,Hendra Wijiya,2135680442067883,2135680442067883,1998-03-20,1998-03-20,active,review
KYC0221,Rina Oktaviani,Rina Oktaviani,9917381684602235,9917381684602235,2003-02-14,2003-02-14,expired,reject
KYC0252,Fajar Nugroho,Fajar Nugroho,7314530385677005,7314530385677005,1998-03-20,1998-03-20,expired,reject
KYC0004,Rina Oktaviani,Rina Oktaviani,3103413164752553,3103413164752553,2001-09-25,2001-09-25,active,approve
KYC0106,Sari Melati,Sari Malati,4310278681447394,4310278681447394,2003-05-10,2003-05-10,active,review
KYC0054,Sari Melati,Sari Melati,7034824771093248,7034824771093248,1997-01-12,1997-01-12,active,approve
KYC0134,Andi Saputra,Andi Sapuara,4622656766182512,4622656766182512,2004-08-21,2004-08-21,active,review
KYC0002,Rudi Kurniawan,Rudi Kurniawan,0838637940265423,0838637940265423,2002-11-04,2002-11-04,active,approve
KYC0132,Dewi Anggraini,Dewi Anggraiai,2587139718707286,2587139718707286,2003-05-10,2003-05-10,active,review
KYC0104,Andi Saputra,Andi Siputra,5964016582029702,5964016582029702,1998-03-20,1998-03-20,active,review
KYC0050,Andi Saputra,Andi Saputra,2499471746488771,2499471746488771,1997-01-12,1997-01-12,active,approve
KYC0081,Citra Lestari,Citra Lestari,4978403690034324,4978403690034324,2001-09-25,2001-09-25,active,approve
KYC0206,Eka Wulandari,Eka Wulandari,1032417146774186,1032417146774186,1999-05-11,2003-05-10,active,reject
KYC0035,Taufik Hidayat,Taufik Hidayat,6272980699016272,6272980699016272,1997-01-12,1997-01-12,active,approve
KYC0092,Gilang Ramadhan,Gilang Ramadhan,1888059296222927,1888059296222927,1997-01-12,1997-01-12,active,approve
KYC0053,Andi Saputra,Andi Saputra,7154516808760385,7154516808760385,2003-05-10,2003-05-10,active,approve
KYC0242,Lukman Hakim,Lukman Hakim,7043581128801336,8612075011024819,1998-03-20,1998-03-20,active,reject
KYC0014,Eka Wulandari,Eka Wulandari,3872624731781080,3872624731781080,1998-03-20,1998-03-20,active,approve
KYC0089,Rudi Kurniawan,Rudi Kurniawan,2554665905151864,2554665905151864,2001-09-25,2001-09-25,active,approve
KYC0167,Maya Puspita,Mayi Puspita,2190340438427978,2190340438427978,2004-08-21,2004-08-21,active,review
KYC0295,Rudi Kurniawan,Rudi Kurniawan,8331465911665535,8331465911665535,2002-11-04,2002-11-04,expired,reject
KYC0135,Nadia Maharani,Nadaa Maharani,2300478686337524,2300478686337524,2000-07-16,2000-07-16,active,review
KYC0288,Andi Saputra,Andi Saputra,1413811386338392,1413811386338392,2004-08-21,2004-08-21,expired,reject
KYC0244,Gilang Ramadhan,Gilang Ramadhan,4914766072832684,4914766072832684,1999-05-11,2003-02-14,active,reject
KYC0055,Putra Aditya,Putra Aditya,6131712748467737,6131712748467737,2004-08-21,2004-08-21,active,approve
KYC0051,Kartika Sari,Kartika Sari,5940139904902787,5940139904902787,2001-09-25,2001-09-25,active,approve
KYC0175,Taufik Hidayat,Taufak Hidayat,7005162713611155,7005162713611155,2001-09-25,2001-09-25,active,review
KYC0190,Dimas Pratama,Dimas Aratama,7756185374741124,7756185374741124,1997-01-12,1997-01-12,active,review
KYC0299,Indah Permata,Indah Permata,4384046084325621,4384046084325621,2003-02-14,2003-02-14,expired,reject
KYC0188,Vina Aprillia,Vina Aprialia,4103865719182619,4103865719182619,1997-01-12,1997-01-12,active,review
KYC0170,Dimas Pratama,Dimas Praaama,5449481260422325,5449481260422325,2000-07-16,2000-07-16,active,review
KYC0059,Kartika Sari,Kartika Sari,2174596158657809,2174596158657809,1998-03-20,1998-03-20,active,approve
KYC0049,Andi Saputra,Andi Saputra,3447134936183242,3447134936183242,1998-03-20,1998-03-20,active,approve
KYC0236,Dewi Anggraini,Dewi Anggraini,2698485833394522,2698485833394522,2004-08-21,2004-08-21,expired,reject
KYC0253,Nadia Maharani,Nadia Maharani,4498926659184638,4498926659184638,2003-02-14,2002-11-04,active,reject
KYC0022,Putra Aditya,Putra Aditya,0112805982620450,0112805982620450,2002-11-04,2002-11-04,active,approve
KYC0161,Eka Wulandari,Eka Wulandaai,8757177514010512,8757177514010512,2000-07-16,2000-07-16,active,review
KYC0277,Kartika Sari,Kartika Sari,4240082547807740,4240082547807740,2003-02-14,2000-07-16,active,reject
KYC0192,Citra Lestari,Citra Lestiri,2100323651994101,2100323651994101,2000-07-16,2000-07-16,active,review
KYC0258,Indah Permata,Indah Permata,9916247314986430,9916247314986430,1997-01-12,1997-01-12,expired,reject
KYC0150,Wahyu Setiawan,Wahyu Seaiawan,5016315999650477,5016315999650477,2000-07-16,2000-07-16,active,review
KYC0131,Putra Aditya,Putra Adityi,7833918785191088,7833918785191088,2000-07-16,2000-07-16,active,review
KYC0152,Citra Lestari,Ciara Lestari,1047541212678886,1047541212678886,1998-03-20,1998-03-20,active,review
KYC0100,Indah Permata,Indah Permata,1531952058527722,1531952058527722,1998-03-20,1998-03-20,active,approve
KYC0088,Hendra Wijaya,Hendra Wijaya,9782071518203778,9782071518203778,2004-08-21,2004-08-21,active,approve
KYC0215,Putra Aditya,Putra Aditya,5524140602933334,5524140602933334,2003-02-14,2003-02-14,expired,reject
KYC0122,Joko Susanto,Joko Suaanto,5278585497334843,5278585497334843,2001-09-25,2001-09-25,active,review
KYC0300,Taufik Hidayat,Taufik Hidayat,9363926495782329,9363926495782329,2004-08-21,2004-08-21,expired,reject
KYC0021,Taufik Hidayat,Taufik Hidayat,4874016400524278,4874016400524278,2003-02-14,2003-02-14,active,approve
KYC0189,Taufik Hidayat,Tauaik Hidayat,2344565574313291,2344565574313291,1999-05-11,1999-05-11,active,review
KYC0072,Fitri Handayani,Fitri Handayani,0268117758917839,0268117758917839,1997-01-12,1997-01-12,active,approve
KYC0107,Citra Lestari,Citra Aestari,2172715518844225,2172715518844225,2004-08-21,2004-08-21,active,review
KYC0271,Eka Wulandari,Eka Wulandari,2270267288574489,2270267288574489,1997-01-12,1999-05-11,active,reject
KYC0103,Budi Santoso,Budi Santoao,6928451154479627,6928451154479627,2002-11-04,2002-11-04,active,review
